t,simElapsedSec,round,fpsAvg,fpsMin,fpsMax,frameMsAvg,frameMsMax,frameCount,cpu.simMsAvg,cpu.syncMsAvg,cpu.renderMsAvg,gpuMsAvg,renderer.calls,renderer.triangles,renderer.lines,renderer.points,renderer.geometries,renderer.textures,renderer.programs,scene.totalObjects,scene.visibleMeshes,scene.hiddenMeshes,scene.lights,scene.shadowCastingLights,game.viewedPlayer,game.viewedCreeps,game.viewedTowers,game.allArenasCreeps,game.allArenasTowers,game.humanoidAnimating,game.lightningArcsActive,game.poisonBubblesActive,memory.usedMB,memory.totalMB,memory.limitMB
768.5038000000045,1697.6,57,4,4,4,250,250,3,1.9666666661699612,10.566666667660078,88.53333333383004,,8131,328548,0,0,160381,2226,14,79775,65038,5073,3,1,3,25,317,53,1585,0,0,60,825.6745176315308,958.3416624069214,4192
769.5728000000045,1698.4,57,4,4,4,250,250,2,56.5,19,126.64999999850988,,8119,327968,0,0,160385,2228,14,79733,65008,5073,3,1,3,21,317,47,1585,0,0,54,789.8013954162598,949.4566764831543,4192
770.3798999999985,1699.6,57,4,4,4,250,250,3,1.7000000004967053,10.533333333830038,86.23333333184321,,8070,325098,0,0,160446,2229,14,79600,64917,5073,3,1,3,0,317,26,1585,0,0,30,804.6574440002441,943.9263496398926,4192
771.379700000003,1700.8,57,4,4,4,250,250,3,1.4000000009934108,10.733333334326744,87.76666666567326,,8063,324676,0,0,160444,2233,14,79618,64927,5073,3,1,3,1,317,30,1585,0,0,44,795.073410987854,944.0608072280884,4192
772.3535,1702,57,4,4,4,250,250,3,1.3333333308498065,10.09999999900659,85.13333333283663,,8060,324618,0,0,160444,2233,14,79455,64813,5072,3,1,3,0,317,6,1585,0,0,6,783.2674989700317,946.7988901138306,4192
773.3345,1703.6,57,4,4,4,250,250,4,1.125,9.050000000745058,85.77499999850988,,8060,324618,0,0,160446,2234,14,79510,64851,5073,3,1,3,0,317,14,1585,0,0,27,804.97145652771,946.8870220184326,4192
774.6188999999985,1704.8,57,4,4,4,250,250,3,1.2999999995032947,9.233333331843218,83.56666666517656,,8060,324618,0,0,160448,2235,14,79433,64796,5073,3,1,3,0,317,3,1585,0,0,13,790.3990268707275,946.9464702606201,4192
775.5838000000044,1706,57,4,4,4,250,250,3,1.0666666676600773,7.666666669150193,84.06666666517656,,8060,324618,0,0,160448,2235,14,79426,64791,5073,3,1,3,0,317,2,1585,0,0,6,804.9710178375244,946.9552135467529,4192
776.5418999999985,1707.2,57,4,4,4,250,250,3,0.8333333333333334,7.433333332339923,84.2000000004967,,8060,324618,0,0,160448,2235,14,79412,64781,5073,3,1,3,0,317,0,1585,0,0,0,787.8743104934692,946.9552316665649,4192
777.5093999999985,1708.4,57,4,4,4,250,250,3,0.9000000009934107,7.466666663686435,84.66666666666667,,8060,324618,0,0,160448,2235,14,79412,64781,5073,3,1,3,0,317,0,1585,0,0,0,802.2278299331665,946.9591379165649,4192
778.479,1709.6,57,4,4,4,250,250,3,0.9333333373069763,7.499999995032947,87.03333333631356,,7572,302782,0,0,161066,2235,14,79412,64781,5073,3,1,4,0,317,0,1585,0,0,0,786.4655675888062,946.9635572433472,4192
779.4026000000015,1710.8,57,4,4,4,250,250,3,0.9000000009934107,7.233333331843217,81.96666666368644,,7572,302782,0,0,161066,2235,14,79412,64781,5073,3,1,4,0,317,0,1585,0,0,0,802.2003698348999,946.9635572433472,4192
780.3256000000015,1712.4,58,4,4,4,250,250,4,1.1500000022351742,11.5,82.17499999888241,,7575,302956,0,0,161072,2238,14,79490,64861,5063,3,1,4,1,317,4,1585,0,0,19,804.1502065658569,948.0710706710815,4192
781.5895,1713.6,58,4,4,4,250,250,3,1.6999999980131786,27.96666666616996,87.96666666616996,,7730,310506,0,0,161672,2243,14,80039,65359,5066,3,1,4,6,317,28,1585,0,0,58,805.4594297409058,954.6597394943237,4192
782.5921000000014,1714.8,58,4,4,4,250,250,3,2.4000000034769378,15.466666663686434,85.46666666616996,,7653,306952,0,0,161680,2248,14,80015,65292,5071,3,1,4,11,317,47,1585,0,0,106,816.6986265182495,956.8147077560425,4192
783.5483000000045,1716,58,4,4,4,250,250,3,2.1999999980131784,12.399999998509884,85.43333333482344,,7665,307648,0,0,161688,2252,14,80130,65375,5073,3,1,4,15,317,62,1585,0,0,118,815.6651105880737,957.5675382614136,4192
784.503,1717.2,58,4,4,4,250,250,3,2.6333333303531012,12.23333333681027,85.19999999552965,,7674,308170,0,0,161696,2256,14,80169,65404,5073,3,1,4,18,317,67,1585,0,0,93,809.8074064254761,958.0053510665894,4192
785.451,1718.4,58,4,4,4,250,250,3,4.899999998509884,13.200000000496706,85.30000000198682,,7691,308474,0,0,161754,2260,14,80132,65392,5072,3,1,4,16,317,55,1585,0,0,36,838.1923208236694,958.6768293380737,4192
786.4093999999985,1719.6,58,4,4,4,250,250,3,1.9333333323399227,12.866666664679846,85.63333333283663,,7675,308068,0,0,161763,2265,14,80154,65399,5073,3,1,4,17,317,62,1585,0,0,41,830.372088432312,959.0737638473511,4192
787.3523999999985,1721.2,58,4,4,4,250,250,4,2.649999998509884,12.600000001490116,85.64999999850988,,7687,308648,0,0,161777,2272,14,80291,65498,5073,3,1,4,21,317,81,1585,0,0,30,831.7896871566772,959.7715864181519,4192
788.6228999999985,1722.4,58,4,4,4,250,250,3,3.0666666651765504,12.299999999503294,85.43333333482344,,7684,308706,0,0,161787,2277,14,80198,65434,5072,3,1,4,20,317,67,1585,0,0,36,824.7038335800171,960.1763105392456,4192
789.5763000000045,1723.6,58,4,4,4,250,250,3,2.233333334326744,11.300000001986822,84.73333333184321,,7687,308880,0,0,161795,2281,14,80176,65417,5073,3,1,4,21,317,64,1585,0,0,31,814.9220724105835,960.3583402633667,4192
