t,simElapsedSec,round,fpsAvg,fpsMin,fpsMax,frameMsAvg,frameMsMax,frameCount,simDtMsAvg,cpu.simMsAvg,cpu.syncMsAvg,cpu.renderMsAvg,gpuMsAvg,renderer.calls,renderer.triangles,renderer.lines,renderer.points,renderer.geometries,renderer.textures,renderer.programs,scene.totalObjects,scene.visibleMeshes,scene.hiddenMeshes,scene.lights,scene.shadowCastingLights,game.viewedPlayer,game.viewedCreeps,game.viewedTowers,game.allArenasCreeps,game.allArenasTowers,game.humanoidAnimating,game.lightningArcsActive,game.poisonBubblesActive,memory.usedMB,memory.totalMB,memory.limitMB
67.10189999999851,243.15,9,15.46503867153387,10.010010010009134,20,66.66666666666667,99.90000000000873,15,66.66666666666667,0.15333333263794582,1.8000000019868214,11.03999999910593,,1235,49850,0,0,2020,5,14,5165,4065,362,3,1,1,3,41,12,111,0,0,0,67.36410522460938,105.54461288452148,4192
68.1095,247.2,9,14.936571639971561,11.990407673859655,20,67.76666666666667,83.40000000000873,15,67.76666666666667,0.18666666646798452,1.8200000007947286,11.619999999304612,,1234,61368,0,0,2073,5,14,5185,4042,386,3,1,1,3,43,20,114,22,0,1,61.93208312988281,107.52554321289062,4192
69.1285,251.05,9,14.78392513186245,12.004801920767887,15.015015015016983,67.86428571428613,83.30000000000291,14,67.86428571428613,0.14285714338932717,1.6285714283585548,11.664285714072841,,1277,50164,0,0,2203,2,13,5365,4185,402,3,1,1,0,47,13,119,14,0,0,48.848533630371094,108.44848251342773,4192
70.06969999999554,254.95,9,15.667854913773072,10.010010010009134,20.04008016032298,65.54666666666647,99.90000000000873,15,65.54666666666647,0.10000000049670538,1.4400000010927518,11.346666665871938,,1266,55450,0,0,2197,4,14,5448,4252,410,3,1,1,2,47,10,121,13,0,0,65.21345520019531,109.1258430480957,4192
71.06859999999403,259.3,9,15.063565605361717,12.004801920767887,20.040080160317135,67.70625000000018,83.30000000000291,16,67.70625000000018,0.15624999860301614,1.300000000745058,11.999999999534339,,1283,54044,0,0,2231,4,14,5487,4280,416,3,1,1,2,48,5,123,5,0,0,52.58795928955078,109.20527267456055,4192
72.14919999999553,263.1,9,15.000016060219492,10,20,67.85714285714286,100,14,67.85714285714286,0.12857142835855484,1.1500000011708056,11.364285713859967,,1261,51290,0,0,2228,2,13,5477,4270,418,3,1,1,0,48,3,123,8,0,0,63.05029296875,110.24149703979492,4192
73.09569999999553,267.1,9,15.133168700797823,12.004801920767887,20,66.66666666666667,83.30000000000291,15,66.66666666666667,0.106666665772597,0.9933333337306977,11.033333333830038,,1247,49238,0,0,2228,2,13,5471,4267,418,3,1,1,0,48,0,123,2,0,0,75.53450775146484,110.20597457885742,4192
74.08929999999702,271.15,9,16.06328426364701,12.004801920767887,20.04008016032298,63.537499999999454,83.30000000000291,16,63.537499999999454,0.11250000074505806,1.049999998882413,10.975000000093132,,905,46642,0,0,2345,3,14,5473,4298,388,3,1,3,1,18,1,123,5,0,0,60.93314743041992,110.20597457885742,4192
75.1005,275.15,10,16.376252779388892,12.004801920767887,20.04008016032298,62.493750000000546,83.30000000000291,16,62.493750000000546,0.14999999944120646,2.506249999627471,10.725000001024455,,985,50534,0,0,2344,7,14,5998,4730,408,3,1,3,5,20,20,130,9,0,0,71.12477493286133,112.36746215820312,4192
76.11389999999851,279.15,10,16.251107896093764,14.970059880242129,20.040080160317135,62.5,66.79999999998836,16,62.5,0.15000000083819032,1.875,10.125000000931323,,959,68202,0,0,2300,10,14,6015,4709,422,3,1,3,8,20,27,134,35,0,3,64.53105926513672,114.16740417480469,4192
